,latitude,longitude,zipcode,time_to_CBD,distance_to_CBD
489,41.98699639817733,-87.71258702139319,60659,1547,23240
490,41.989236306498164,-87.69395055418151,60659,1512,17628
491,41.98941714630627,-87.7231931895093,60659,1444,22579
492,41.99410042594504,-87.70359512551856,60659,1688,18714
493,41.99313536257133,-87.69852299204295,60659,1629,18343
494,41.98990714399033,-87.72426699010725,60659,1450,22667
495,41.996635557788885,-87.68455625632657,60659,1553,17531
496,41.98889638250525,-87.69104752058001,60659,1483,17417
497,41.99600338903846,-87.69035006188946,60659,1541,17816
498,41.991833880046,-87.70061803779511,60659,1581,18210
499,41.989903023215646,-87.72291663394763,60659,1443,22555
